id_Social;any;data;hora;idEstructura;;;;;;;;
432;2021;17/06/2021;10:29;Palmero;;;;;;;;
433;2021;17/06/2021;15:10;TossalRodo;;;;;;;;
434;2021;17/06/2021;16:20;OsBalaguer;;;;;;;;
435;2021;17/06/2021;17:10;StaBarbara;;;;;;;;
436;2021;17/06/2021;18:27;Ivars;;;;;;;;
437;2021;18/06/2021;7:02;TossalFonta;;;;;;;;
438;2021;18/06/2021;11:00;BelpreixanaDevesa;;;;;;;;
439;2021;18/06/2021;11:15;BelpreixanaFondoStJulia;;;;;;;;
440;2021;18/06/2021;NA;BelpreixanaMontalba;;;;;;;;
441;2021;18/06/2021;12:59;BelpreixanaBarquera;;;;;;;;
442;2021;18/06/2021;NA;BelpreixanaMontrepos;;;;;;;;
443;2021;18/06/2021;18:06;Cadolles;;;;;;;;
444;2021;21/06/2021;9:28;BellmuntAgramuntO;;;;;;;;
445;2021;21/06/2021;9:59;BellmuntAgramuntE;;;;;;;;
446;2021;21/06/2021;10:36;Bellmunt21;;;;;;;;
447;2021;21/06/2021;11:00;Bellmunt22;;;;;;;;
448;2021;21/06/2021;13:00;Bellmunt15;;;;;;;;
449;2021;21/06/2021;NA;Bellmunt12;;;;;;;;
450;2021;22/06/2021;8:20;TossalRodo;;;;;;;;
451;2021;22/06/2021;8:40;OsBalaguer;;;;;;;;
452;2021;23/06/2021;9:29;Cantaperdius;;;;;;;;
453;2021;23/06/2021;10:33;OsBalaguer;;;;;;;;
454;2021;23/06/2021;11:05;TossalRodo;;;;;;;;
455;2021;23/06/2021;11:59;LesQuadres;;;;;;;;
456;2021;23/06/2021;12:14;Cadolles;;;;;;;;
457;2021;23/06/2021;12:14;Cadolles;;;;;;;;
458;2021;29/06/2021;7:22;ValldelsPous;;;;;;;;
459;2021;29/06/2021;7:47;PlaRoquis;;;;;;;;
460;2021;29/06/2021;8:44;Palmero;;;;;;;;
461;2021;29/06/2021;11:21;Ivars;;;;;;;;
462;2021;29/06/2021;12:15;Cantaperdius;;;;;;;;
463;2021;29/06/2021;12:35;StaBarbara;;;;;;;;
464;2021;29/06/2021;13:24;OsBalaguer;;;;;;;;
465;2021;29/06/2021;14:47;Cadolles;;;;;;;;
466;2021;29/06/2021;15:58;TossalFonta;;;;;;;;
467;2021;02/07/2021;8:23;Rabinat;;;;;;;;
468;2021;02/07/2021;8:43;TossalFonta;;;;;;;;
469;2021;02/07/2021;9:04;BelpreixanaSocarrades;;;;;;;;
470;2021;02/07/2021;9:09;BelpreixanaCabanaCaçadors;;;;;;;;
471;2021;02/07/2021;9:23;Biscarri;;;;;;;;
472;2021;02/07/2021;9:43;granja;;;;;;;;
473;2021;02/07/2021;10:00;gravera Bellpuig;;;;;;;;
474;2021;02/07/2021;11:25;ValldelsPous;;;;;;;;
475;2021;02/07/2021;11:57;PlaRoquis;;;;;;;;
476;2021;02/07/2021;12:20;Palmero;;;;;;;;
477;2021;02/07/2021;13:00;RocaGuilla;;;;;;;;
478;2021;02/07/2021;14:33;Ivars;;;;;;;;
479;2021;02/07/2021;14:48;Cantaperdius;;;;;;;;
480;2021;02/07/2021;15:23;OsBalaguer;;;;;;;;
481;2021;02/07/2021;16:39;TossalRodo;;;;;;;;
482;2021;02/07/2021;17:24;Cadolles;;;;;;;;
483;2021;06/07/2021;12:41;Cadolles;;;;;;;;
484;2021;06/07/2021;13:40;TossalRodo;;;;;;;;
485;2021;06/07/2021;14:00;OsBalaguer;;;;;;;;
486;2021;06/07/2021;14:24;Cantaperdius;;;;;;;;
487;2021;06/07/2021;14:40;Ivars;;;;;;;;
488;2021;06/07/2021;15:50;ValldelsPous;;;;;;;;
489;2021;06/07/2021;16:49;PlaRoquis;;;;;;;;
490;2021;06/07/2021;16:58;Palmero;;;;;;;;
491;2021;06/07/2021;17:25;RocaGuilla;;;;;;;;
492;2021;06/07/2021;18:49;Montrepos;;;;;;;;
493;2021;06/07/2021;NA;casa abandonada Montrepos;;;;;;;;
494;2021;06/07/2021;19:32;TossalFonta;;;;;;;;
495;2021;06/07/2021;19:55;Rabinat;;;;;;;;
496;2021;20/07/2021;8:20;Abocador Cervera;;;;;;;;
497;2021;20/07/2021;9:20;Abocador Tàrrega;;;;;;;;
498;2021;20/07/2021;10:00;Abocador CastellnouSeana;;;;;;;;
499;2021;20/07/2021;12:10;Abocador Balaguer;;;;;;;;
500;2021;20/07/2021;14:15;Abocador Montoliu;;;;;;;;
501;2021;20/07/2021;16:00;Abocador CastellnouSeana;;;;;;;;
502;2021;25/05/2021;10:30;RocaGuilla;;;;;;;;
503;2022;25/04/2022;17:12;Palmero;;;;;;;;
504;2021;25/05/2021;11:22;camp;;;;;;;;
505;2022;25/04/2022;17:40;RocaGuilla;;;;;;;;
506;2021;25/05/2021;11:30;Montrepos;;;;;;;;
507;2022;25/04/2022;15:58;ValldelsPous;;;;;;;;
508;2021;25/05/2021;15:42;camp;;;;;;;;
509;2022;25/04/2022;16:20;PlaRoquis;;;;;;;;
510;2021;25/05/2021;16:04;TossalFonta;;;;;;;;
511;2022;26/04/2022;15:23;ValldelsPous;;;;;;;;
512;2021;27/05/2021;9:24;Cadolles;;;;;;;;
513;2022;26/04/2022;16:36;Palmero;;;;;;;;
514;2021;27/05/2021;9:40;LesQuadres;;;;;;;;
515;2022;26/04/2022;17:47;RocaGuilla;;;;;;;;
516;2021;27/05/2021;10:23;TossalRodo;;;;;;;;
517;2022;26/04/2022;18:56;PlaRoquis;;;;;;;;
518;2021;27/05/2021;11:05;OsBalaguer;;;;;;;;
519;2022;28/04/2022;7:44;ValldelsPous;;;;;;;;
520;2021;27/05/2021;11:36;Cantaperdius;;;;;;;;
521;2022;28/04/2022;8:03;PlaRoquis;;;;;;;;
522;2021;27/05/2021;12:09;Ivars;;;;;;;;
523;2022;28/04/2022;8:43;Palmero;;;;;;;;
524;2021;27/05/2021;15:22;ValldelsPous;;;;;;;;
525;2022;28/04/2022;9:02;RocaGuilla;;;;;;;;
526;2021;27/05/2021;15:54;Palmero;;;;;;;;
527;2022;29/04/2022;7:34;ValldelsPous;;;;;;;;
528;2021;27/05/2021;17:08;RocaGuilla;;;;;;;;
529;2022;29/04/2022;7:53;PlaRoquis;;;;;;;;
530;2021;27/05/2021;17:58;PlaRoquis;;;;;;;;
531;2022;29/04/2022;8:13;Palmero;;;;;;;;
532;2021;28/05/2021;7:40;ValldelsPous;;;;;;;;
533;2022;29/04/2022;8:31;RocaGuilla;;;;;;;;
534;2021;28/05/2021;8:52;MasMatxerri;;;;;;;;
535;2022;02/05/2022;16:57;RocaGuilla;;;;;;;;
536;2021;28/05/2021;10:26;TossalFonta;;;;;;;;
537;2022;02/05/2022;18:46;Palmero;;;;;;;;
538;2022;02/05/2022;19:51;ValldelsPous;;;;;;;;
539;2022;02/05/2022;20:43;PlaRoquis;;;;;;;;
540;2022;06/05/2022;17:36;ValldelsPous;;;;;;;;
541;2022;06/05/2022;18:00;PlaRoquis;;;;;;;;
542;2022;06/05/2022;18:29;Palmero;;;;;;;;
543;2022;06/05/2022;18:51;RocaGuilla;;;;;;;;
544;2022;09/05/2022;15:32;RocaGuilla;;;;;;;;
545;2022;09/05/2022;16:39;Palmero;;;;;;;;
546;2022;09/05/2022;17:00;PlaRoquis;;;;;;;;
547;2022;09/05/2022;17:29;ValldelsPous;;;;;;;;
548;2022;09/05/2022;18:00;RocaGuilla;;;;;;;;
549;2022;10/05/2022;7:32;RocaGuilla;;;;;;;;
550;2022;10/05/2022;8:27;Palmero;;;;;;;;
551;2022;10/05/2022;8:42;ValldelsPous;;;;;;;;
552;2022;10/05/2022;9:10;PlaRoquis;;;;;;;;
553;2022;10/05/2022;9:52;RocaGuilla;;;;;;;;
554;2022;12/05/2022;17:15;RocaGuilla;;;;;;;;
555;2022;12/05/2022;18:05;Palmero;;;;;;;;
556;2022;12/05/2022;18:27;PlaRoquis;;;;;;;;
557;2022;12/05/2022;18:51;ValldelsPous;;;;;;;;
558;2022;13/05/2022;7:29;PlaRoquis;;;;;;;;
559;2022;13/05/2022;8:04;ValldelsPous;;;;;;;;
560;2022;13/05/2022;8:20;Palmero;;;;;;;;
561;2022;13/05/2022;8:41;RocaGuilla;;;;;;;;
562;2022;16/05/2022;13:30;Palmero;;;;;;;;
563;2022;16/05/2022;14:43;ValldelsPous;;;;;;;;
564;2022;16/05/2022;16:05;PlaRoquis;;;;;;;;
565;2022;16/05/2022;17:33;RocaGuilla;;;;;;;;
566;2022;19/05/2022;13:37;RocaGuilla;;;;;;;;
567;2022;19/05/2022;14:54;Palmero;;;;;;;;
568;2022;19/05/2022;16:18;PlaRoquis;;;;;;;;
569;2022;19/05/2022;17:17;ValldelsPous;;;;;;;;
570;2022;20/05/2022;7:37;ValldelsPous;;;;;;;;
571;2022;20/05/2022;7:57;PlaRoquis;;;;;;;;
572;2022;20/05/2022;8:12;Palmero;;;;;;;;
573;2022;20/05/2022;8:34;RocaGuilla;;;;;;;;
574;2022;23/05/2022;15:55;RocaGuilla;;;;;;;;
575;2022;23/05/2022;16:45;Palmero;;;;;;;;
576;2022;23/05/2022;17:05;PlaRoquis;;;;;;;;
577;2022;23/05/2022;17:40;ValldelsPous;;;;;;;;
578;2022;24/05/2022;9:19;ValldelsPous;;;;;;;;
579;2022;24/05/2022;9:43;PlaRoquis;;;;;;;;
580;2022;24/05/2022;10:13;Palmero;;;;;;;;
581;2022;24/05/2022;10:54;RocaGuilla;;;;;;;;
582;2022;24/05/2022;10:49;camp;;;;;;;;
583;2022;24/05/2022;16:51;Mas de Melons;;;;;;;;
584;2022;26/05/2022;8:56;RocaGuilla;;;;;;;;
585;2022;26/05/2022;10:15;Palmero;;;;;;;;
586;2022;26/05/2022;10:29;PlaRoquis;;;;;;;;
587;2022;26/05/2022;10:47;ValldelsPous;;;;;;;;
588;2022;26/05/2022;10:47;ValldelsPous;;;;;;;;
589;2022;26/05/2022;10:47;ValldelsPous;;;;;;;;
590;2022;26/05/2022;NA;RocaGuilla;;;;;;;;
591;2022;26/05/2022;12:39;RocaGuilla;;;;;;;;
592;2022;27/05/2022;7:30;ValldelsPous;;;;;;;;
593;2022;27/05/2022;7:53;PlaRoquis;;;;;;;;
594;2022;27/05/2022;8:15;Palmero;;;;;;;;
595;2022;27/05/2022;8:44;RocaGuilla;;;;;;;;
596;2022;30/05/2022;16:34;RocaGuilla;;;;;;;;
597;2022;30/05/2022;17:35;Palmero;;;;;;;;
598;2022;30/05/2022;18:01;PlaRoquis;;;;;;;;
599;2022;30/05/2022;18:41;ValldelsPous;;;;;;;;
600;2022;31/05/2022;7:34;PlaRoquis;;;;;;;;
601;2022;31/05/2022;8:38;Palmero;;;;;;;;
602;2022;31/05/2022;10:16;RocaGuilla;;;;;;;;
603;2022;31/05/2022;11:00;RocaGuilla;;;;;;;;
604;2022;31/05/2022;19:16;RocaGuilla;;;;;;;;
605;2022;01/06/2022;8:07;RocaGuilla;;;;;;;;
606;2022;01/06/2022;9:02;Palmero;;;;;;;;
607;2022;01/06/2022;10:17;RocaGuilla;;;;;;;;
608;2022;02/06/2022;7:37;ValldelsPous;;;;;;;;
609;2022;02/06/2022;8:19;PlaRoquis;;;;;;;;
610;2022;02/06/2022;8:44;RocaGuilla;;;;;;;;
611;2022;02/06/2022;17:08;RocaGuilla;;;;;;;;
612;2022;03/06/2022;7:22;ValldelsPous;;;;;;;;
613;2022;03/06/2022;7:47;Palmero;;;;;;;;
614;2022;03/06/2022;8:12;RocaGuilla;;;;;;;;
615;2022;06/06/2022;9:01;RocaGuilla;;;;;;;;
616;2022;06/06/2022;10:30;Palmero;;;;;;;;
617;2022;06/06/2022;10:59;ValldelsPous;;;;;;;;
618;2022;06/06/2022;11:30;Palmero;;;;;;;;
619;2022;06/06/2022;12:12;PlaRoquis;;;;;;;;
620;2022;06/06/2022;13:10;PlaRoquis;;;;;;;;
621;2022;07/06/2022;7:39;RocaGuilla;;;;;;;;
622;2022;07/06/2022;9:50;Palmero;;;;;;;;
623;2022;07/06/2022;11:19;PlaRoquis;;;;;;;;
624;2022;07/06/2022;17:38;RocaGuilla;;;;;;;;
625;2022;08/06/2022;7:41;RocaGuilla;;;;;;;;
626;2022;08/06/2022;9:38;Palmero;;;;;;;;
627;2022;09/06/2022;7:20;RocaGuilla;;;;;;;;
628;2022;09/06/2022;9:47;ValldelsPous;;;;;;;;
629;2022;10/06/2022;7:22;ValldelsPous;;;;;;;;
630;2022;10/06/2022;8:00;PlaRoquis;;;;;;;;
631;2022;10/06/2022;8:43;Palmero;;;;;;;;
632;2022;10/06/2022;9:41;RocaGuilla;;;;;;;;
633;2022;13/06/2022;16:54;RocaGuilla;;;;;;;;
634;2022;13/06/2022;19:13;ValldelsPous;;;;;;;;
635;2022;13/06/2022;19:30;MasMelValldelsPous;;;;;;;;
636;2022;13/06/2022;19:42;PlaRoquis;;;;;;;;
637;2022;13/06/2022;20:44;Palmero;;;;;;;;
638;2022;13/06/2022;21:24;RocaGuilla;;;;;;;;
639;2022;14/06/2022;8:20;Camp costat casa en runes RocaGuilla;;;;;;;;
640;2022;14/06/2022;8:24;RocaGuilla;;;;;;;;
641;2022;15/06/2022;7:30;RocaGuilla;;;;;;;;
642;2022;15/06/2022;17:35;RocaGuilla;;;;;;;;
643;2022;16/06/2022;15:45;Palmero;;;;;;;;
644;2022;17/06/2022;7:52;ValldelsPous;;;;;;;;
645;2022;17/06/2022;8:31;PlaRoquis;;;;;;;;
646;2022;17/06/2022;9:05;Palmero;;;;;;;;
647;2022;17/06/2022;10:53;RocaGuilla;;;;;;;;
648;2022;17/06/2022;12:36;Palmero;;;;;;;;
649;2022;17/06/2022;12:47;RocaGuilla;;;;;;;;
650;2022;20/06/2022;16:55;RocaGuilla;;;;;;;;
651;2022;20/06/2022;17:24;ValldelsPous;;;;;;;;
652;2022;20/06/2022;18:05;PlaRoquis;;;;;;;;
653;2022;20/06/2022;18:30;Palmero;;;;;;;;
654;2022;23/06/2022;10:20;RocaGuilla;;;;;;;;
655;2022;23/06/2022;11:02;ValldelsPous;;;;;;;;
656;2022;27/06/2022;18:13;ValldelsPous;;;;;;;;
657;2022;27/06/2022;17:34;RocaGuilla;;;;;;;;
658;2022;30/06/2022;12:00;ValldelsPous;;;;;;;;
659;2022;30/06/2022;12:48;PlaRoquis;;;;;;;;
660;2022;30/06/2022;13:44;Palmero;;;;;;;;
661;2022;30/06/2022;14:00;RocaGuilla;;;;;;;;
662;2022;07/07/2022;19:00;RocaGuilla;;;;;;;;
663;2022;08/07/2022;11:16;RocaGuilla;;;;;;;;
664;2022;25/04/2022;8:39;Rabinat;;;;;;;;
665;2022;25/04/2022;9:15;TossalFonta;;;;;;;;
666;2022;26/04/2022;8:02;Rabinat;;;;;;;;
667;2022;26/04/2022;8:30;TossalFonta;;;;;;;;
668;2022;27/04/2022;9:10;Montrepos;;;;;;;;
669;2022;27/04/2022;10:16;Biscarri;;;;;;;;
670;2022;28/04/2022;10:07;Rabinat;;;;;;;;
671;2022;28/04/2022;10:20;TossalFonta;;;;;;;;
672;2022;29/04/2022;12:06;Rabinat;;;;;;;;
673;2022;29/04/2022;12:21;TossalFonta;;;;;;;;
674;2022;02/05/2022;9:41;TossalFonta;;;;;;;;
675;2022;02/05/2022;10:29;Rabinat;;;;;;;;
676;2022;02/05/2022;12:22;camp;;;;;;;;
677;2022;02/05/2022;12:45;camp;;;;;;;;
678;2022;02/05/2022;12:49;casa abandonada Montrepos;;;;;;;;
679;2022;02/05/2022;13:06;Montrepos;;;;;;;;
680;2022;02/05/2022;14:48;casa abandonada;;;;;;;;
681;2022;06/05/2022;15:07;Montrepos;;;;;;;;
682;2022;06/05/2022;16:08;TossalFonta;;;;;;;;
683;2022;06/05/2022;16:27;Rabinat;;;;;;;;
684;2022;09/05/2022;8:55;Montrepos;;;;;;;;
685;2022;09/05/2022;9:40;TossalFonta;;;;;;;;
686;2022;09/05/2022;10:23;Rabinat;;;;;;;;
687;2022;10/05/2022;14:48;Montrepos;;;;;;;;
688;2022;10/05/2022;15:20;TossalFonta;;;;;;;;
689;2022;10/05/2022;16:05;Rabinat;;;;;;;;
690;2022;12/05/2022;10:00;Montrepos;;;;;;;;
691;2022;12/05/2022;12:05;TossalFonta;;;;;;;;
692;2022;12/05/2022;12:52;Rabinat;;;;;;;;
693;2022;13/05/2022;14:15;Montrepos;;;;;;;;
694;2022;13/05/2022;14:50;TossalFonta;;;;;;;;
695;2022;13/05/2022;15:12;Rabinat;;;;;;;;
696;2022;16/05/2022;8:32;Rabinat;;;;;;;;
697;2022;16/05/2022;10:36;TossalFonta;;;;;;;;
698;2022;19/05/2022;8:38;Rabinat;;;;;;;;
699;2022;19/05/2022;9:25;TossalFonta;;;;;;;;
700;2022;19/05/2022;10:06;camp;;;;;;;;
701;2022;19/05/2022;10:36;casa abandonada Montrepos;;;;;;;;
702;2022;19/05/2022;11:13;Montrepos;;;;;;;;
703;2022;19/05/2022;11:10;Montrepos;;;;;;;;
704;2022;20/05/2022;14:50;Rabinat;;;;;;;;
705;2022;20/05/2022;15:50;TossalFonta;;;;;;;;
706;2022;23/05/2022;8:39;Rabinat;;;;;;;;
707;2022;23/05/2022;9:08;TossalFonta;;;;;;;;
708;2022;23/05/2022;9:08;Cami entrant des de carretera esquerra;;;;;;;;
709;2022;23/05/2022;9:40;gravera Bellpuig;;;;;;;;
710;2022;23/05/2022;9:53;casa abandonada Montrepos;;;;;;;;
711;2022;23/05/2022;9:57;Montrepos;;;;;;;;
712;2022;24/05/2022;15:16;Rabinat;;;;;;;;
713;2022;24/05/2022;15:34;TossalFonta;;;;;;;;
714;2022;24/05/2022;16:09;Montrepos;;;;;;;;
715;2022;26/05/2022;16:46;Rabinat;;;;;;;;
716;2022;26/05/2022;17:24;TossalFonta;;;;;;;;
717;2022;26/05/2022;17:23;camp;;;;;;;;
718;2022;26/05/2022;18:38;Montrepos;;;;;;;;
719;2022;27/05/2022;14:50;Montrepos;;;;;;;;
720;2022;27/05/2022;15:35;TossalFonta;;;;;;;;
721;2022;27/05/2022;16:05;Rabinat;;;;;;;;
722;2022;30/05/2022;8:43;Rabinat;;;;;;;;
723;2022;30/05/2022;10:23;TossalFonta;;;;;;;;
724;2022;30/05/2022;11:19;Montrepos;;;;;;;;
725;2022;31/05/2022;17:11;Rabinat;;;;;;;;
726;2022;31/05/2022;18:15;Montrepos;;;;;;;;
727;2022;01/06/2022;12:25;Montrepos;;;;;;;;
728;2022;02/06/2022;15:43;Rabinat;;;;;;;;
729;2022;03/06/2022;15:59;TossalFonta;;;;;;;;
730;2022;03/06/2022;16:30;Rabinat;;;;;;;;
731;2022;06/06/2022;18:27;Rabinat;;;;;;;;
732;2022;06/06/2022;18:54;TossalFonta;;;;;;;;
733;2022;07/06/2022;15:55;Rabinat;;;;;;;;
734;2022;07/06/2022;16:48;Montrepos;;;;;;;;
735;2022;09/06/2022;19:07;Rabinat;;;;;;;;
736;2022;10/06/2022;13:55;TossalFonta;;;;;;;;
737;2022;10/06/2022;15:25;Rabinat;;;;;;;;
738;2022;13/06/2022;8:32;Rabinat;;;;;;;;
739;2022;13/06/2022;9:29;TossalFonta;;;;;;;;
740;2022;13/06/2022;11:01;Montrepos;;;;;;;;
741;2022;13/06/2022;11:14;camp;;;;;;;;
742;2022;14/06/2022;13:37;Rabinat;;;;;;;;
743;2022;20/06/2022;9:03;Rabinat;;;;;;;;
744;2022;20/06/2022;9:36;TossalFonta;;;;;;;;
745;2022;23/06/2022;9:13;TossalFonta;;;;;;;;
746;2022;23/06/2022;9:27;Rabinat;;;;;;;;
747;2022;27/06/2022;19:28;TossalFonta;;;;;;;;
748;2022;27/06/2022;19:37;Rabinat;;;;;;;;
749;2022;30/06/2022;15:06;TossalFonta;;;;;;;;
750;2022;30/06/2022;15:27;Rabinat;;;;;;;;
751;2022;25/04/2022;12:20;TossalRodo;;;;;;;;
752;2022;25/04/2022;13:15;OsBalaguer;;;;;;;;
753;2022;25/04/2022;14:15;Cantaperdius;;;;;;;;
754;2022;25/04/2022;14:34;StaBarbara;;;;;;;;
755;2022;25/04/2022;14:57;Ivars;;;;;;;;
756;2022;26/04/2022;11:13;TossalRodo;;;;;;;;
757;2022;26/04/2022;11:57;OsBalaguer;;;;;;;;
758;2022;26/04/2022;12:24;Cantaperdius;;;;;;;;
759;2022;26/04/2022;12:44;Ivars;;;;;;;;
760;2022;28/04/2022;12:04;TossalRodo;;;;;;;;
761;2022;28/04/2022;12:37;OsBalaguer;;;;;;;;
762;2022;28/04/2022;13:03;Ivars;;;;;;;;
763;2022;28/04/2022;12:50;Cantaperdius;;;;;;;;
764;2022;29/04/2022;9:28;Ivars;;;;;;;;
765;2022;29/04/2022;9:43;Cantaperdius;;;;;;;;
766;2022;29/04/2022;10:00;OsBalaguer;;;;;;;;
767;2022;29/04/2022;10:20;TossalRodo;;;;;;;;
768;2022;03/05/2022;8:52;Ivars;;;;;;;;
769;2022;03/05/2022;9:27;Cantaperdius;;;;;;;;
770;2022;03/05/2022;10:05;StaBarbara;;;;;;;;
771;2022;03/05/2022;10:30;OsBalaguer;;;;;;;;
772;2022;03/05/2022;11:20;TossalRodo;;;;;;;;
773;2022;06/05/2022;8:45;Ivars;;;;;;;;
774;2022;06/05/2022;9:09;Cantaperdius;;;;;;;;
775;2022;06/05/2022;9:32;StaBarbara;;;;;;;;
776;2022;06/05/2022;10:25;OsBalaguer;;;;;;;;
777;2022;06/05/2022;11:08;TossalRodo;;;;;;;;
778;2022;09/05/2022;12:10;TossalRodo;;;;;;;;
779;2022;09/05/2022;12:45;OsBalaguer;;;;;;;;
780;2022;09/05/2022;13:05;Cantaperdius;;;;;;;;
781;2022;09/05/2022;13:25;Ivars;;;;;;;;
782;2022;10/05/2022;11:15;Ivars;;;;;;;;
783;2022;10/05/2022;11:34;Cantaperdius;;;;;;;;
784;2022;10/05/2022;11:37;OsBalaguer;;;;;;;;
785;2022;10/05/2022;12:20;TossalRodo;;;;;;;;
786;2022;12/05/2022;15:24;TossalRodo;;;;;;;;
787;2022;12/05/2022;15:46;OsBalaguer;;;;;;;;
788;2022;12/05/2022;16:02;Cantaperdius;;;;;;;;
789;2022;12/05/2022;16:21;Ivars;;;;;;;;
790;2022;13/05/2022;9:51;Ivars;;;;;;;;
791;2022;13/05/2022;11:02;Cantaperdius;;;;;;;;
792;2022;13/05/2022;11:26;OsBalaguer;;;;;;;;
793;2022;13/05/2022;11:45;TossalRodo;;;;;;;;
794;2022;17/05/2022;10:48;Ivars;;;;;;;;
795;2022;17/05/2022;11:13;Cantaperdius;;;;;;;;
796;2022;17/05/2022;11:52;StaBarbara;;;;;;;;
797;2022;17/05/2022;12:30;OsBalaguer;;;;;;;;
798;2022;17/05/2022;13:00;TossalRodo;;;;;;;;
799;2022;17/05/2022;13:17;NA;;;;;;;;
800;2022;20/05/2022;9:49;Ivars;;;;;;;;
801;2022;20/05/2022;10:20;Cantaperdius;;;;;;;;
802;2022;20/05/2022;11:05;OsBalaguer;;;;;;;;
803;2022;20/05/2022;11:38;TossalRodo;;;;;;;;
804;2022;23/05/2022;12:54;TossalRodo;;;;;;;;
805;2022;23/05/2022;13:15;OsBalaguer;;;;;;;;
806;2022;23/05/2022;13:39;Cantaperdius;;;;;;;;
807;2022;23/05/2022;14:05;Ivars;;;;;;;;
808;2022;24/05/2022;12:10;Ivars;;;;;;;;
809;2022;24/05/2022;12:43;OsBalaguer;;;;;;;;
810;2022;24/05/2022;13:02;TossalRodo;;;;;;;;
811;2022;26/05/2022;14:09;Ivars;;;;;;;;
812;2022;26/05/2022;14:30;Cantaperdius;;;;;;;;
813;2022;26/05/2022;14:47;OsBalaguer;;;;;;;;
814;2022;26/05/2022;15:07;TossalRodo;;;;;;;;
815;2022;27/05/2022;10:32;Ivars;;;;;;;;
816;2022;27/05/2022;10:50;Cantaperdius;;;;;;;;
817;2022;27/05/2022;11:07;StaBarbara;;;;;;;;
818;2022;27/05/2022;11:34;OsBalaguer;;;;;;;;
819;2022;27/05/2022;11:50;TossalRodo;;;;;;;;
820;2022;30/05/2022;12:15;TossalRodo;;;;;;;;
821;2022;30/05/2022;13:56;OsBalaguer;;;;;;;;
822;2022;30/05/2022;15:10;Ivars;;;;;;;;
823;2022;31/05/2022;12:00;Ivars;;;;;;;;
824;2022;31/05/2022;12:32;OsBalaguer;;;;;;;;
825;2022;31/05/2022;13:00;TossalRodo;;;;;;;;
826;2022;02/06/2022;10:24;Ivars;;;;;;;;
827;2022;02/06/2022;11:00;OsBalaguer;;;;;;;;
828;2022;02/06/2022;11:23;TossalRodo;;;;;;;;
829;2022;03/06/2022;9:57;TossalRodo;;;;;;;;
830;2022;03/06/2022;10:14;OsBalaguer;;;;;;;;
831;2022;03/06/2022;11:00;Ivars;;;;;;;;
832;2022;03/06/2022;11:16;OsBalaguer;;;;;;;;
833;2022;03/06/2022;11:46;Ivars;;;;;;;;
834;2022;06/06/2022;14:50;Ivars;;;;;;;;
835;2022;06/06/2022;15:24;Ivars;;;;;;;;
836;2022;06/06/2022;16:28;OsBalaguer;;;;;;;;
837;2022;06/06/2022;17:04;TossalRodo;;;;;;;;
838;2022;07/06/2022;13:16;Ivars;;;;;;;;
839;2022;07/06/2022;13:47;OsBalaguer;;;;;;;;
840;2022;07/06/2022;14:10;TossalRodo;;;;;;;;
841;2022;08/06/2022;13:35;Ivars;;;;;;;;
842;2022;09/06/2022;15:40;Ivars;;;;;;;;
843;2022;09/06/2022;16:20;OsBalaguer;;;;;;;;
844;2022;09/06/2022;16:40;TossalRodo;;;;;;;;
845;2022;13/06/2022;12:26;TossalRodo;;;;;;;;
846;2022;13/06/2022;13:32;OsBalaguer;;;;;;;;
847;2022;13/06/2022;15:04;Ivars;;;;;;;;
848;2022;14/06/2022;17:04;TossalRodo;;;;;;;;
849;2022;14/06/2022;17:26;OsBalaguer;;;;;;;;
850;2022;14/06/2022;17:55;Ivars;;;;;;;;
851;2022;15/06/2022;15:22;TossalRodo;;;;;;;;
852;2022;15/06/2022;15:44;OsBalaguer;;;;;;;;
853;2022;15/06/2022;16:09;Ivars;;;;;;;;
854;2022;16/06/2022;11:18;TossalRodo;;;;;;;;
855;2022;16/06/2022;11:48;Ivars;;;;;;;;
856;2022;17/06/2022;16:00;Ivars;;;;;;;;
857;2022;20/06/2022;13:34;TossalRodo;;;;;;;;
858;2022;20/06/2022;14:28;OsBalaguer;;;;;;;;
859;2022;20/06/2022;15:15;Ivars;;;;;;;;
860;2022;23/06/2022;11:55;Ivars;;;;;;;;
861;2022;23/06/2022;12:16;Cantaperdius;;;;;;;;
862;2022;23/06/2022;12:36;StaBarbara;;;;;;;;
863;2022;23/06/2022;12:53;TossalRodo;;;;;;;;
864;2022;27/06/2022;16:39;TossalRodo;;;;;;;;
865;2022;27/06/2022;17:07;Ivars;;;;;;;;
866;2022;30/06/2022;9:35;TossalRodo;;;;;;;;
867;2022;30/06/2022;10:03;OsBalaguer;;;;;;;;
868;2022;30/06/2022;10:31;Ivars;;;;;;;;
869;2022;25/04/2022;10:20;Cadolles;;;;;;;;
870;2022;25/04/2022;11:10;Caserna;;;;;;;;
871;2022;26/04/2022;9:26;Cadolles;;;;;;;;
872;2022;28/04/2022;11:10;Cadolles;;;;;;;;
873;2022;29/04/2022;10:55;Cadolles;;;;;;;;
874;2022;03/05/2022;13:30;Bellmunt8;;;;;;;;
875;2022;03/05/2022;15:50;Cadolles;;;;;;;;
876;2022;06/05/2022;12:14;Cadolles;;;;;;;;
877;2022;09/05/2022;11:20;Cadolles;;;;;;;;
878;2022;10/05/2022;13:50;Cadolles;;;;;;;;
879;2022;12/05/2022;14:34;Cadolles;;;;;;;;
880;2022;13/05/2022;13:27;Cadolles;;;;;;;;
