ID_captures;metalica_esq;id_individu;id_uncertain;captura_recaptura;any_naixement;sexe;any;data;localitat;metode2;metode_captura;idEstructura;idCaixaNiu;idCaixa_old;edat_Euring;edat;pvc_d2;pvc_d;tag_esq;tag_esq_old;colorTag;tag_uncertainty;ala;ala_total;pp3;cua;becLlargada;becAlcada;tars;pes;alcada_ou;amplada_ou;volum_ou;crossfostering_dia;crossfostering_caixa;ploma;sang;gps;gps_old
1;G31500;IND0001;NA;captura;2014;NA;2014;09/06/2014;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_22;22;1;poll;PVC200;200;no;NA;NA;NA;134;NA;NA;NA;NA;NA;44.76;208;NA;NA;NA;NA;NA;si;no;no;NA
10;G31259;IND0010;NA;captura;2014;NA;2014;09/06/2014;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_4;4;1;poll;PVC209;209;no;NA;NA;NA;164;NA;NA;NA;NA;NA;44.63;206;NA;NA;NA;NA;NA;si;no;no;NA
2855;G31259;IND0010;NA;recaptura;2014;NA;2021;08/06/2021;PlaRoquis;recaptura_adult;ObturarCaixaNiu;PlaRoquis;PR_32;32;16;adult;PVC209;209;762AB5109F;no;negre;correct;229;NA;177;138;40.78;15.94;43.41;152.5;NA;NA;NA;NA;NA;si;no;no;NA
102;G7047;IND0100;NA;captura;NA;NA;2015;02/06/2015;OsBalaguer;captura_adult;ObturarCaixaNiu;OsBalaguer;OB_5;5;4;adult;PVC331;331;NA;NA;verd;correct;244;NA;170;137;34.14;15.46;46.41;234;NA;NA;NA;NA;NA;si;no;no;NA
1038;G7251;IND1000;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_7;7;1;poll;PVC38A;38A;76192F32A7;76192F32A7;vermell;correct;NA;NA;NA;NA;NA;NA;45.65;204;NA;NA;NA;NA;NA;si;no;no;NA
3441;G7251;IND1000;NA;recaptura;2015;mascle;2022;13/06/2022;RocaGuilla;recaptura_adult;ObturarCaixaNiu;RocaGuilla;RG_16;16;16;adult;PVC38A;38A;no;NA;NA;NA;249.5;NA;190;139;39.03;15.97;45.87;290.2;NA;NA;NA;NA;NA;si;no;2209;NA
1039;G7253;IND1001;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_6;6;1;poll;PVC38C;38C;NA;NA;vermell;correct;NA;NA;NA;NA;NA;NA;46.32;220;NA;NA;NA;NA;NA;si;no;no;NA
1040;G7252;IND1002;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_6;6;1;poll;PVC38F;38F;NA;NA;vermell;correct;NA;NA;NA;NA;NA;NA;46.62;184;NA;NA;NA;NA;NA;si;no;no;NA
1041;G7254;IND1003;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_6;6;1;poll;PVC38H;38H;NA;NA;vermell;correct;NA;NA;NA;NA;NA;NA;44.32;186;NA;NA;NA;NA;NA;si;no;no;NA
1042;G7255;IND1004;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_6;6;1;poll;PVC38J;38J;NA;NA;vermell;correct;NA;NA;NA;NA;NA;NA;43.37;190;NA;NA;NA;NA;NA;si;no;no;NA
1043;G7257;IND1005;NA;captura;2015;femella;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_4;4;1;poll;PVC38L;38L;76192F27F5;76192F27F5;no;correct;NA;NA;NA;NA;NA;NA;42.05;184;NA;NA;NA;NA;NA;si;no;no;NA
1044;G7258;IND1006;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_4;4;1;poll;PVC38M;38M;76193040F9;76193040F9;vermell;correct;NA;NA;NA;NA;NA;NA;43.99;230;NA;NA;NA;NA;NA;si;no;no;NA
1045;G7256;IND1007;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_4;4;1;poll;PVC38N;38N;76192F6EE5;76192F6EE5;vermell;correct;NA;NA;NA;NA;NA;NA;43.81;222;NA;NA;NA;NA;NA;si;no;no;NA
1046;G7262;IND1008;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;2;1;poll;PVC38P;38P;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.26;218;NA;NA;NA;NA;NA;si;no;no;NA
1047;sense_12;IND1009;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;2;1;poll;PVC38R;38R;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;43.92;188;NA;NA;NA;NA;NA;si;no;no;NA
103;G7035;IND0101;NA;captura;NA;NA;2015;11/06/2015;OsBalaguer;captura_adult;ObturarCaixaNiu;OsBalaguer;OB_5;5;4;adult;PVC332;332;NA;NA;verd;correct;228;NA;172;125;31.03;14.81;41.32;199;NA;NA;NA;NA;NA;si;no;no;NA
1048;G7261;IND1010;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;2;1;poll;PVC38T;38T;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.88;190;NA;NA;NA;NA;NA;si;no;no;NA
1049;G7264;IND1011;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;1;1;poll;PVC38U;38U;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;44.5;198;NA;NA;NA;NA;NA;si;no;no;NA
1050;G7266;IND1012;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;1;1;poll;PVC38V;38V;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;45.06;194;NA;NA;NA;NA;NA;si;no;no;NA
1051;G7265;IND1013;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;1;1;poll;PVC38W;38W;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;42.18;178;NA;NA;NA;NA;NA;si;no;no;NA
1052;G7263;IND1014;NA;captura;2015;NA;2015;12/06/2015;SioFita;captura_poll;CaixaNiu;SioFita;NA;1;1;poll;PVC38X;38X;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;43.27;177;NA;NA;NA;NA;NA;si;no;no;NA
1053;G7169;IND1015;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_17;17;1.6;poll;PVC39A;39A;76193C4874;76193C4874;negre;correct;NA;NA;NA;NA;NA;NA;46.01;199;NA;NA;NA;NA;NA;si;no;no;NA
1054;G7171;IND1016;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_17;17;1.5;poll;PVC39C;39C;76193C43E5;76193C43E5;negre;correct;NA;NA;NA;NA;NA;NA;43.24;171;NA;NA;NA;NA;NA;si;no;no;NA
1055;G7172;IND1017;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_12;12;1.5;poll;PVC39F;39F;76193D369D;76193D369D;verd;correct;NA;NA;NA;NA;NA;NA;40.07;189;NA;NA;NA;NA;NA;si;no;no;NA
1056;G7175;IND1018;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_12;12;1.5;poll;PVC39H;39H;76193D09E9;76193D09E9;verd;correct;NA;NA;NA;NA;NA;NA;45.98;225;NA;NA;NA;NA;NA;si;no;no;NA
1057;G7177;IND1019;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_12;12;1.5;poll;PVC39J;39J;76193D48CC;76193D48CC;verd;correct;NA;NA;NA;NA;NA;NA;43.13;200;NA;NA;NA;NA;NA;si;no;no;NA
104;G7037;IND0102;NA;captura;NA;mascle;2015;11/06/2015;OsBalaguer;captura_adult;ObturarCaixaNiu;OsBalaguer;OB_23;23;4;adult;PVC333;333;no;NA;NA;NA;247;NA;183;134;34.47;16.16;47.29;227;NA;NA;NA;NA;NA;si;no;si;NA
105;G7037;IND0102;NA;recaptura;NA;mascle;2015;23/06/2015;OsBalaguer;recaptura_adult;ObturarCaixaNiu;OsBalaguer;OB_23;23;4;adult;PVC333;333;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;231;NA;NA;NA;NA;NA;no;no;no;NA
1058;G7179;IND1020;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_11;11;1.6;poll;PVC39L;39L;76193D2FBE;76193D2FBE;verd;correct;NA;NA;NA;NA;NA;NA;42.76;213;NA;NA;NA;NA;NA;si;no;no;NA
1059;G7180;IND1021;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_11;11;1.6;poll;PVC39M;39M;76193D4134;76193D4134;verd;correct;NA;NA;NA;NA;NA;NA;41.93;210;NA;NA;NA;NA;NA;si;no;no;NA
1060;G7182;IND1022;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_11;11;1.6;poll;PVC39N;39N;76193CE840;76193CE840;verd;correct;NA;NA;NA;NA;NA;NA;42.62;195;NA;NA;NA;NA;NA;si;no;no;NA
1061;G7185;IND1023;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_2;2;1.6;poll;PVC39P;39P;76193C4404;76193C4404;negre;correct;NA;NA;NA;NA;NA;NA;43.98;201;NA;NA;NA;NA;NA;si;no;no;NA
1062;G7187;IND1024;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_2;2;1.6;poll;PVC39R;39R;76193CC14E;76193CC14E;negre;correct;NA;NA;NA;NA;NA;NA;42.52;218;NA;NA;NA;NA;NA;si;no;no;NA
1063;G7188;IND1025;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_5;5;1.6;poll;PVC39T;39T;76193C7045;76193C7045;negre;correct;NA;NA;NA;NA;NA;NA;44.63;207;NA;NA;NA;NA;NA;si;no;no;NA
1064;G7189;IND1026;NA;captura;2015;NA;2015;18/06/2015;OsBalaguer;captura_poll;CaixaNiu;OsBalaguer;OB_2;2;1.6;poll;PVC39U;39U;76193C5DEA;76193C5DEA;negre;correct;NA;NA;NA;NA;NA;NA;44.8;212;NA;NA;NA;NA;NA;si;no;no;NA
1065;G7190;IND1027;NA;captura;2015;femella;2015;18/06/2015;StaBarbara;captura_poll;CaixaNiu;StaBarbara;STB_35;35;1.5;poll;PVC39V;39V;76193C7EE5;76193C7EE5;negre;correct;NA;NA;NA;NA;NA;NA;43.5;204;NA;NA;NA;NA;NA;si;no;no;NA
1066;G7191;IND1028;NA;captura;2015;mascle;2015;18/06/2015;StaBarbara;captura_poll;CaixaNiu;StaBarbara;STB_35;35;1.5;poll;PVC39W;39W;76193C88CB;76193C88CB;negre;correct;NA;NA;NA;NA;NA;NA;45.54;216;NA;NA;NA;NA;NA;si;no;no;NA
1067;G7444;IND1029;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_24;24;1;poll;PVC3A0;3A0;76192F6A9D;76192F6A9D;vermell;correct;NA;NA;NA;NA;NA;NA;44.65;198;NA;NA;NA;NA;NA;si;no;no;NA
106;G7036;IND0103;NA;captura;NA;NA;2015;11/06/2015;OsBalaguer;captura_adult;ObturarCaixaNiu;OsBalaguer;OB_1;1;4;adult;PVC334;334;NA;NA;verd;correct;236;NA;172;133;32.25;14.96;45.62;224;NA;NA;NA;NA;NA;si;no;no;NA
1068;G7447;IND1030;NA;captura;2015;femella;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_24;24;1;poll;PVC3A1;3A1;76192ED267;76192ED267;vermell;correct;NA;NA;NA;NA;NA;NA;44.35;192;NA;NA;NA;NA;NA;si;no;no;NA
1069;G7260;IND1031;NA;captura;2015;NA;2015;13/06/2015;BalBerleE;captura_poll;CaixaNiu;BalBerleE;NA;4;1;poll;PVC3A2;3A2;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;46.2;226;NA;NA;NA;NA;NA;si;no;no;NA
1070;G7275;IND1032;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_21;21;1;poll;PVC3A3;3A3;76193CE7ED;76193CE7ED;verd;correct;NA;NA;NA;NA;NA;NA;45.73;228;NA;NA;NA;NA;NA;si;no;no;NA
1071;G7275;IND1032;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_21;21;1.5;poll;PVC3A3;3A3;76193CE7ED;76193CE7ED;verd;correct;NA;NA;NA;NA;NA;NA;46.26;238;NA;NA;NA;NA;NA;no;no;no;NA
1072;G7274;IND1033;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_19;19;1;poll;PVC3A4;3A4;76193CECA1;76193CECA1;verd;correct;NA;NA;NA;NA;NA;NA;46;238;NA;NA;NA;NA;NA;si;no;no;NA
1073;G7274;IND1033;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_19;19;1.5;poll;PVC3A4;3A4;76193CECA1;76193CECA1;verd;correct;NA;NA;NA;NA;NA;NA;46.85;242;NA;NA;NA;NA;NA;no;no;no;NA
1074;G7272;IND1034;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_21;21;1;poll;PVC3A5;3A5;76193D38EA;76193D38EA;verd;correct;NA;NA;NA;NA;NA;NA;44.98;238;NA;NA;NA;NA;NA;si;no;no;NA
1075;G7272;IND1034;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_21;21;1.5;poll;PVC3A5;3A5;76193D38EA;76193D38EA;verd;correct;NA;NA;NA;NA;NA;NA;45.95;238;NA;NA;NA;NA;NA;no;no;no;NA
1076;G7276;IND1035;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_19;19;1;poll;PVC3A6;3A6;76193D4639;76193D4639;verd;correct;NA;NA;NA;NA;NA;NA;45.4;236;NA;NA;NA;NA;NA;si;no;no;NA
1077;G7276;IND1035;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_19;19;1.5;poll;PVC3A6;3A6;76193D4639;76193D4639;verd;correct;NA;NA;NA;NA;NA;NA;44.84;234;NA;NA;NA;NA;NA;no;no;no;NA
1078;G7278;IND1036;NA;recaptura;2015;NA;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_16;16;1.5;poll;PVC3A7;3A7;76193D2BD2;76193D2BD2;verd;correct;NA;NA;NA;NA;NA;NA;40.7;216;NA;NA;NA;NA;NA;no;no;no;NA
1079;G7278;IND1036;NA;captura;2015;NA;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_16;16;1;poll;PVC3A7;3A7;76193D2BD2;76193D2BD2;verd;correct;NA;NA;NA;NA;NA;NA;43.66;208;NA;NA;NA;NA;NA;si;no;no;NA
1080;G7279;IND1037;NA;recaptura;2015;femella;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_16;16;1.5;poll;PVC3A8;3A8;76193D3E99;76193D3E99;verd;correct;NA;NA;NA;NA;NA;NA;42.7;214;NA;NA;NA;NA;NA;no;no;no;NA
1081;G7279;IND1037;NA;captura;2015;femella;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_16;16;1;poll;PVC3A8;3A8;76193D3E99;76193D3E99;verd;correct;NA;NA;NA;NA;NA;NA;42.11;203;NA;NA;NA;NA;NA;si;no;no;NA
1082;G7280;IND1038;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_16;16;1;poll;PVC3A9;3A9;76193D4A7E;76193D4A7E;verd;correct;NA;NA;NA;NA;NA;NA;46.7;228;NA;NA;NA;NA;NA;si;no;no;NA
1083;G7280;IND1038;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_16;16;1.5;poll;PVC3A9;3A9;76193D4A7E;76193D4A7E;verd;correct;NA;NA;NA;NA;NA;NA;49.4;233;NA;NA;NA;NA;NA;no;no;no;NA
1084;G7273;IND1039;NA;captura;2015;femella;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_19;19;1;poll;PVC3AA;3AA;76193CD324;76193CD324;verd;correct;NA;NA;NA;NA;NA;NA;44.29;218;NA;NA;NA;NA;NA;si;no;no;NA
1085;G7273;IND1039;NA;recaptura;2015;femella;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_19;19;1.5;poll;PVC3AA;3AA;76193CD324;76193CD324;verd;correct;NA;NA;NA;NA;NA;NA;43.81;208;NA;NA;NA;NA;NA;no;no;no;NA
107;5062222;IND0104;NA;captura;NA;mascle;2015;05/06/2015;RocaGuilla;captura_adult;ObturarCaixaNiu;RocaGuilla;RG_9;9;6;adult;PVC335;335;no;NA;NA;NA;235;NA;172;125;34.4;16.66;46.23;245;NA;NA;NA;NA;NA;si;no;si;NA
108;5062222;IND0104;NA;recaptura;NA;mascle;2015;15/06/2015;RocaGuilla;recaptura_adult;ObturarCaixaNiu;RocaGuilla;RG_9;9;6;adult;PVC335;335;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;240;NA;NA;NA;NA;NA;no;no;no;NA
1086;G7286;IND1040;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_14;14;1;poll;PVC3AC;3AC;76193CE045;76193CE045;verd;correct;NA;NA;NA;NA;NA;NA;45.62;234;NA;NA;NA;NA;NA;si;no;no;NA
1087;G7286;IND1040;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_14;14;1.5;poll;PVC3AC;3AC;76193CE045;76193CE045;verd;correct;NA;NA;NA;NA;NA;NA;46.66;228;NA;NA;NA;NA;NA;no;no;no;NA
1088;G7277;IND1041;NA;captura;2015;NA;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_14;14;1;poll;PVC3AF;3AF;76193D44A9;76193D44A9;verd;correct;NA;NA;NA;NA;NA;NA;46.61;242;NA;NA;NA;NA;NA;si;no;no;NA
1089;G7277;IND1041;NA;recaptura;2015;NA;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_14;14;1.5;poll;PVC3AF;3AF;76193D44A9;76193D44A9;verd;correct;NA;NA;NA;NA;NA;NA;47.3;242;NA;NA;NA;NA;NA;no;no;no;NA
1090;G7285;IND1042;NA;recaptura;2015;femella;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_14;14;1.5;poll;PVC3AH;3AH;76193CE361;76193CE361;verd;correct;NA;NA;NA;NA;NA;NA;44.82;211;NA;NA;NA;NA;NA;no;no;no;NA
1091;G7285;IND1042;NA;captura;2015;femella;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_14;14;1;poll;PVC3AH;3AH;76193CE361;76193CE361;verd;correct;NA;NA;NA;NA;NA;NA;43.66;209;NA;NA;NA;NA;NA;si;no;no;NA
1092;G7281;IND1043;NA;captura;2015;mascle;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_21;21;1;poll;PVC3AJ;3AJ;76193D5679;76193D5679;verd;correct;NA;NA;NA;NA;NA;NA;45.83;232;NA;NA;NA;NA;NA;si;no;no;NA
1093;G7281;IND1043;NA;recaptura;2015;mascle;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_21;21;1.5;poll;PVC3AJ;3AJ;76193D5679;76193D5679;verd;correct;NA;NA;NA;NA;NA;NA;45.02;233;NA;NA;NA;NA;NA;no;no;no;NA
1094;G7054;IND1044;NA;captura;2015;femella;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_18;18;1;poll;PVC3AL;3AL;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;41.79;184;NA;NA;NA;NA;NA;si;no;no;NA
1095;G7282;IND1045;NA;captura;2015;NA;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_13;13;1;poll;PVC3AM;3AM;76193D0F66;76193D0F66;verd;correct;NA;NA;NA;NA;NA;NA;43.52;210;NA;NA;NA;NA;NA;si;no;no;NA
1096;G7282;IND1045;NA;recaptura;2015;NA;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_13;13;1.5;poll;PVC3AM;3AM;76193D0F66;76193D0F66;verd;correct;NA;NA;NA;NA;NA;NA;44.13;200;NA;NA;NA;NA;NA;no;no;no;NA
1097;G7052;IND1046;NA;captura;2015;NA;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_31;31;1;poll;PVC3AN;3AN;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;42.49;169;NA;NA;NA;NA;NA;si;no;no;NA
1098;G7284;IND1047;NA;captura;2015;femella;2015;11/06/2015;TossalRodo;captura_poll;CaixaNiu;TossalRodo;TR_13;13;1;poll;PVC3AP;3AP;76193CF7B1;76193CF7B1;verd;correct;NA;NA;NA;NA;NA;NA;44.29;199;NA;NA;NA;NA;NA;si;no;no;NA
1099;G7284;IND1047;NA;recaptura;2015;femella;2015;16/06/2015;TossalRodo;recaptura_poll;CaixaNiu;TossalRodo;TR_13;13;1.5;poll;PVC3AP;3AP;76193CF7B1;76193CF7B1;verd;correct;NA;NA;NA;NA;NA;NA;43.57;192;NA;NA;NA;NA;NA;no;no;no;NA
1100;G7053;IND1048;NA;captura;2015;femella;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_18;18;1;poll;PVC3AT;3AT;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;43.72;186;NA;NA;NA;NA;NA;si;no;no;NA
1101;G7055;IND1049;NA;captura;2015;mascle;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_18;18;1;poll;PVC3AU;3AU;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;43.74;185;NA;NA;NA;NA;NA;si;no;no;NA
109;G7048;IND0105;NA;captura;NA;NA;2015;02/06/2015;OsBalaguer;captura_adult;ObturarCaixaNiu;OsBalaguer;OB_11;11;4;adult;PVC336;336;NA;NA;verd;correct;243;NA;174;133;35.36;15.55;43.85;226;NA;NA;NA;NA;NA;si;no;no;NA
1102;G7056;IND1050;NA;captura;2015;mascle;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_18;18;1;poll;PVC3AW;3AW;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;44.79;204;NA;NA;NA;NA;NA;si;no;no;NA
1103;G7058;IND1051;NA;captura;2015;NA;2015;09/06/2015;Biscarri;captura_poll;CaixaNiu;Biscarri;BI_36;36;1;poll;PVC3AX;3AX;NA;NA;negre;correct;NA;NA;NA;NA;NA;NA;43.6;219;NA;NA;NA;NA;NA;si;no;no;NA
1104;G7116;IND1052;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_17;17;1;poll;PVC3C0;3C0;76192F3FD2;76192F3FD2;vermell;correct;NA;NA;NA;NA;NA;NA;41.62;194;NA;NA;NA;NA;NA;si;no;no;NA
1105;G7117;IND1053;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_17;17;1;poll;PVC3C1;3C1;76192F701F;76192F701F;vermell;correct;NA;NA;NA;NA;NA;NA;44.68;198;NA;NA;NA;NA;NA;si;no;no;NA
1106;G7122;IND1054;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_16;16;1;poll;PVC3C2;3C2;76192FDDC4;76192FDDC4;vermell;correct;NA;NA;NA;NA;NA;NA;44.55;214;NA;NA;NA;NA;NA;si;no;no;NA
1107;G7124;IND1055;NA;captura;2015;femella;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_16;16;1;poll;PVC3C3;3C3;7619305850;7619305850;vermell;correct;NA;NA;NA;NA;NA;NA;45.43;192;NA;NA;NA;NA;NA;si;no;no;NA
1108;G7123;IND1056;NA;captura;2015;femella;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_16;16;1;poll;PVC3C4;3C4;76192FDE49;76192FDE49;vermell;correct;NA;NA;NA;NA;NA;NA;44.62;196;NA;NA;NA;NA;NA;si;no;no;NA
1109;G7126;IND1057;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_11;11;1;poll;PVC3C5;3C5;NA;NA;vermell;correct;NA;NA;NA;NA;NA;NA;45.14;170;NA;NA;NA;NA;NA;si;no;no;NA
1110;G7121;IND1058;NA;captura;2015;mascle;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_16;16;1;poll;PVC3C6;3C6;76192FEE04;76192FEE04;vermell;correct;NA;NA;NA;NA;NA;NA;43.84;194;NA;NA;NA;NA;NA;si;no;no;NA
1111;G7129;IND1059;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_11;11;1;poll;PVC3C7;3C7;76192FDF44;76192FDF44;vermell;correct;NA;NA;NA;NA;NA;NA;46.1;217;NA;NA;NA;NA;NA;si;no;no;NA
110;G7038;IND0106;NA;captura;NA;NA;2015;11/06/2015;TossalRodo;captura_adult;ObturarCaixaNiu;TossalRodo;TR_10;10;4;adult;PVC337;337;76193CCF2D;76193CCF2D;verd;correct;232;NA;170;132;34.95;16.42;45.24;221;NA;NA;NA;NA;NA;si;no;no;NA
1112;G7125;IND1060;NA;captura;2015;NA;2015;15/06/2015;RocaGuilla;captura_poll;CaixaNiu;RocaGuilla;RG_11;11;1;poll;PVC3C8;3C8;76192F7AC0;76192F7AC0;vermell;correct;NA;NA;NA;NA;NA;NA;45.63;190;NA;NA;NA;NA;NA;si;no;no;NA
1113;G7259;IND1061;NA;captura;NA;femella;2015;15/06/2015;RocaGuilla;captura_adult;ObturarCaixaNiu;RocaGuilla;RG_9;9;4;adult;PVC3C9;3C9;NA;NA;vermell;correct;238;NA;NA;165;36.55;16.92;44.49;200;NA;NA;NA;NA;NA;si;no;no;NA
1114;G7019;IND1062;NA;captura;NA;NA;2015;15/06/2015;RocaGuilla;captura_adult;ObturarCaixaNiu;RocaGuilla;RG_10;10;4;adult;PVC3CA;3CA;NA;NA;vermell;correct;242;NA;NA;156;38.75;17.86;48.54;242;NA;NA;NA;NA;NA;si;no;no;NA
1115;G7137;IND1063;NA;captura;2015;femella;2015;11/06/2015;Ivars;captura_poll;CaixaNiu;Ivars;IV_17;17;1;poll;PVC3CC;3CC;76193CA2BD;76193CA2BD;verd;correct;NA;NA;NA;NA;NA;NA;44.19;202;NA;NA;NA;NA;NA;si;no;no;NA
